timestamp, id, price (in eth), price (in wei)
2021-03-29 03:09:42 UTC, 0x00f0b2a04b, 0.000000, 10
2021-03-29 04:00:09 UTC, 0x00f6cb21fc, 0.530000, 530000000000000000
2021-03-29 04:00:49 UTC, 0x00acb6ae9a, 0.540000, 540000000000000000
2021-03-29 10:43:35 UTC, 0x0042a8fc97, 0.310000, 310000000000000000
2021-03-29 10:53:06 UTC, 0x0058f59eec, 0.310000, 310000000000000000
2021-03-29 11:30:58 UTC, 0x00557c4cba, 0.310000, 310000000000000000
2021-03-29 11:31:59 UTC, 0x007edc5c7f, 0.310000, 310000000000000000
2021-03-29 11:33:23 UTC, 0x00d4520dc6, 0.330000, 330000000000000000
2021-03-29 11:38:42 UTC, 0x000ea2c86f, 0.389000, 389000000000000000
2021-03-29 15:15:22 UTC, 0x00a25f5584, 0.300000, 300000000000000000
2021-03-29 16:42:23 UTC, 0x000c7ca915, 0.300000, 300000000000000000
2021-03-29 16:47:37 UTC, 0x008f03e2a1, 0.300000, 300000000000000000
2021-03-29 21:57:35 UTC, 0xff02000ca7, 0.001000, 1000000000000000
2021-03-29 23:22:22 UTC, 0x00f0b2a04b, 0.310000, 310000000000000000
2021-03-29 23:34:25 UTC, 0x00c64d8fea, 0.330000, 330000000000000000
