timestamp, id, price (in eth), price (in wei)
2021-03-18 00:58:45 UTC, 0x00bf3a9f69, 0.489000, 489000000000000000
2021-03-18 01:02:22 UTC, 0x0099929d7b, 0.500000, 500000000000000000
2021-03-18 01:29:03 UTC, 0x00427ed983, 0.500000, 500000000000000000
2021-03-18 02:10:40 UTC, 0x006c508b22, 0.500000, 500000000000000000
2021-03-18 02:19:21 UTC, 0x000220dd41, 0.700000, 700000000000000000
2021-03-18 02:24:22 UTC, 0x00a27b6924, 0.990000, 990000000000000000
2021-03-18 03:16:22 UTC, 0x00f7e29e5d, 0.470000, 470000000000000000
2021-03-18 04:04:57 UTC, 0x0043a70ba2, 0.450000, 450000000000000000
2021-03-18 04:48:01 UTC, 0x0030ccb9e9, 0.500000, 500000000000000000
2021-03-18 04:58:18 UTC, 0x006d01cd4b, 0.750000, 750000000000000000
2021-03-18 04:58:38 UTC, 0x0065111865, 0.460000, 460000000000000000
2021-03-18 04:59:14 UTC, 0x009b6e9ca4, 0.475000, 475000000000000000
2021-03-18 05:03:03 UTC, 0x0019b90a84, 0.790000, 790000000000000000
2021-03-18 05:10:15 UTC, 0x00a8d1e008, 0.589697, 589696969000000000
2021-03-18 05:14:15 UTC, 0x002604e6c1, 0.580000, 580000000000000000
2021-03-18 05:15:06 UTC, 0x004e31a6e9, 0.690000, 690000000000000000
2021-03-18 05:19:41 UTC, 0x0027974240, 0.800000, 800000000000000000
2021-03-18 05:20:03 UTC, 0x001f694697, 0.488000, 488000000000000000
2021-03-18 05:20:13 UTC, 0x005e606516, 0.500000, 500000000000000000
2021-03-18 05:21:08 UTC, 0x007edf00b6, 0.500000, 500000000000000000
2021-03-18 05:21:08 UTC, 0x00b8983d18, 0.500000, 500000000000000000
2021-03-18 05:21:08 UTC, 0x00cf822ece, 0.500000, 500000000000000000
2021-03-18 05:21:18 UTC, 0x008c4ad0e4, 0.500000, 500000000000000000
2021-03-18 05:21:30 UTC, 0x00484e6b94, 0.500000, 500000000000000000
2021-03-18 05:23:26 UTC, 0x00522f9896, 0.500000, 500000000000000000
2021-03-18 05:24:38 UTC, 0x00a63db8a7, 0.489000, 489000000000000000
2021-03-18 05:27:47 UTC, 0x0098d1c7b7, 0.490000, 490000000000000000
2021-03-18 05:27:47 UTC, 0x00ac3dabd3, 0.500000, 500000000000000000
2021-03-18 05:28:06 UTC, 0x002eeafc13, 0.600000, 600000000000000000
2021-03-18 05:28:06 UTC, 0x0063ac5c30, 0.600000, 600000000000000000
2021-03-18 05:28:06 UTC, 0x00681414a6, 0.600000, 600000000000000000
2021-03-18 05:28:06 UTC, 0x00867aae40, 0.598000, 598000000000000000
2021-03-18 05:28:06 UTC, 0x00976033de, 0.610000, 610000000000000000
2021-03-18 05:28:06 UTC, 0x009ed5b0e5, 0.600000, 600000000000000000
2021-03-18 05:28:06 UTC, 0x00b7f5bc1c, 0.540000, 540000000000000000
2021-03-18 05:28:06 UTC, 0x00c8032187, 0.516700, 516700000000000000
2021-03-18 05:28:06 UTC, 0x00c96ecada, 0.490000, 490000000000000000
2021-03-18 05:28:06 UTC, 0x00e52ab9e3, 0.550000, 550000000000000000
2021-03-18 05:28:06 UTC, 0x00ecd34511, 0.500000, 500000000000000000
2021-03-18 05:28:06 UTC, 0x00f6ca2eaa, 0.540000, 540000000000000000
2021-03-18 05:28:07 UTC, 0x004d50ad37, 0.620000, 620000000000000000
2021-03-18 05:28:07 UTC, 0x0083a0d535, 0.620000, 620000000000000000
2021-03-18 05:28:25 UTC, 0x00759472d3, 0.620000, 620000000000000000
2021-03-18 05:28:25 UTC, 0x00a640e433, 0.620000, 620000000000000000
2021-03-18 05:28:41 UTC, 0x00bd52cc9b, 0.630000, 630000000000000000
2021-03-18 05:29:34 UTC, 0x003d7531ee, 0.640000, 640000000000000000
2021-03-18 05:29:34 UTC, 0x006feba919, 0.650000, 650000000000000000
2021-03-18 05:29:34 UTC, 0x00a7b7521f, 0.640000, 640000000000000000
2021-03-18 05:30:00 UTC, 0x00aaf7c8b0, 0.650000, 650000000000000000
2021-03-18 05:31:17 UTC, 0x007b48950a, 0.620000, 620000000000000000
2021-03-18 05:39:39 UTC, 0x00512dce52, 0.690000, 690000000000000000
2021-03-18 05:45:56 UTC, 0x00d4ebdbca, 0.690000, 690000000000000000
2021-03-18 05:46:50 UTC, 0x00b733bb99, 0.696970, 696969690000000000
2021-03-18 05:48:29 UTC, 0x00169583a6, 0.700000, 700000000000000000
2021-03-18 05:48:29 UTC, 0x005a16ed21, 0.700000, 700000000000000000
2021-03-18 05:48:29 UTC, 0x00625bf62c, 0.700000, 700000000000000000
2021-03-18 05:48:29 UTC, 0x006e7217a4, 0.700000, 700000000000000000
2021-03-18 05:48:29 UTC, 0x007e4203f1, 0.700000, 700000000000000000
2021-03-18 05:48:29 UTC, 0x007f7b6e65, 0.750000, 750000000000000000
2021-03-18 05:48:29 UTC, 0x0086733043, 0.750000, 750000000000000000
2021-03-18 05:48:29 UTC, 0x008c6e7eeb, 0.750000, 750000000000000000
2021-03-18 05:48:29 UTC, 0x00a1542a1e, 0.750000, 750000000000000000
2021-03-18 05:48:29 UTC, 0x00a4d4d1d6, 0.780000, 780000000000000000
2021-03-18 05:48:29 UTC, 0x00cc7ad9eb, 0.710000, 710000000000000000
2021-03-18 05:48:29 UTC, 0x00cd4e4989, 0.750000, 750000000000000000
