timestamp, id, price (in eth), price (in wei)
2021-03-23 00:11:28 UTC, 0x003dbd81f6, 0.300000, 300000000000000000
2021-03-23 00:13:09 UTC, 0x00539234ea, 0.250000, 250000000000000000
2021-03-23 00:15:39 UTC, 0x0053a95ac2, 0.300000, 300000000000000000
2021-03-23 00:28:23 UTC, 0x005380aea1, 0.350000, 350000000000000000
2021-03-23 01:58:14 UTC, 0x006f1b7ea1, 0.300000, 300000000000000000
2021-03-23 02:16:02 UTC, 0x00cec8113e, 0.400000, 400000000000000000
2021-03-23 03:09:01 UTC, 0x0041ca97c5, 0.440000, 440000000000000000
2021-03-23 03:17:22 UTC, 0x0015943132, 0.900000, 900000000000000000
2021-03-23 03:34:55 UTC, 0x00d5fa861a, 1.000000, 1000000000000000000
2021-03-23 04:24:11 UTC, 0x00af2fb957, 1.000000, 1000000000000000000
2021-03-23 06:44:47 UTC, 0x0006f3e079, 0.300000, 300000000000000000
2021-03-23 07:26:24 UTC, 0x00b1c13263, 0.490000, 490000000000000000
2021-03-23 07:26:33 UTC, 0x00314bd521, 0.550000, 550000000000000000
2021-03-23 07:26:33 UTC, 0x0091aaaa66, 0.500000, 500000000000000000
2021-03-23 13:54:29 UTC, 0x0060914b97, 0.390000, 390000000000000000
2021-03-23 14:03:47 UTC, 0x0074c45c29, 0.415000, 415000000000000000
2021-03-23 14:54:01 UTC, 0x00f6302176, 0.400000, 400000000000000000
2021-03-23 15:27:01 UTC, 0x0021564c54, 0.600000, 600000000000000000
2021-03-23 15:38:53 UTC, 0x0041fe5856, 0.399990, 399990000000000000
2021-03-23 15:50:31 UTC, 0x00f13f3260, 0.399999, 399999000000000000
2021-03-23 16:06:20 UTC, 0x00cdf814f0, 0.380000, 380000000000000000
2021-03-23 16:20:39 UTC, 0x00150d01ec, 0.340000, 340000000000000000
2021-03-23 16:50:54 UTC, 0x00fce5135d, 0.375000, 375000000000000000
2021-03-23 18:03:04 UTC, 0x00e796dfee, 0.500000, 500000000000000000
2021-03-23 18:08:23 UTC, 0x00600f0731, 0.500000, 500000000000000000
2021-03-23 18:10:28 UTC, 0x004b5fc4b7, 0.500000, 500000000000000000
2021-03-23 18:10:44 UTC, 0x003a6abab4, 0.500000, 500000000000000000
2021-03-23 18:13:13 UTC, 0x007d9aaf42, 0.369000, 369000000000000000
2021-03-23 18:24:13 UTC, 0x00c05943f2, 0.399900, 399900000000000000
2021-03-23 19:29:03 UTC, 0x009231d29e, 0.500000, 500000000000000000
2021-03-23 19:35:18 UTC, 0x0064bce746, 0.500000, 500000000000000000
2021-03-23 19:35:18 UTC, 0x0083812286, 0.500000, 500000000000000000
2021-03-23 19:35:18 UTC, 0x00d5161334, 0.500000, 500000000000000000
2021-03-23 19:35:18 UTC, 0x00ed63912e, 0.500000, 500000000000000000
2021-03-23 19:41:43 UTC, 0x00914ce19f, 0.500000, 500000000000000000
2021-03-23 19:41:50 UTC, 0x00bfe1c74a, 0.500000, 500000000000000000
2021-03-23 19:42:01 UTC, 0x00c36c9358, 0.500000, 500000000000000000
2021-03-23 19:42:28 UTC, 0x00e670ade9, 0.439000, 439000000000000000
2021-03-23 19:53:34 UTC, 0x00f2ebd15d, 0.500000, 500000000000000000
2021-03-23 20:01:47 UTC, 0x00990eebbc, 0.500000, 500000000000000000
2021-03-23 20:33:17 UTC, 0x00e8c2d04c, 0.500000, 500000000000000000
2021-03-23 21:06:09 UTC, 0x00ea81181d, 0.500000, 500000000000000000
2021-03-23 21:17:32 UTC, 0x008c53b613, 0.420000, 420000000000000000
2021-03-23 21:18:37 UTC, 0x006fe0da80, 0.500000, 500000000000000000
2021-03-23 21:31:24 UTC, 0x005205ba9a, 0.500000, 500000000000000000
2021-03-23 21:33:25 UTC, 0x007b05c0ac, 0.500000, 500000000000000000
2021-03-23 21:48:16 UTC, 0x00e2f497be, 0.500000, 500000000000000000
2021-03-23 21:59:04 UTC, 0x00ed5b0a34, 0.500000, 500000000000000000
2021-03-23 22:38:32 UTC, 0x00e82ed1df, 0.500000, 500000000000000000
2021-03-23 22:46:05 UTC, 0x006b8c0528, 0.200000, 200000000000000000
2021-03-23 22:46:25 UTC, 0x00cea13d18, 0.200000, 200000000000000000
2021-03-23 22:46:46 UTC, 0x00f6001e29, 0.200000, 200000000000000000
2021-03-23 22:47:05 UTC, 0x009323c88d, 0.200000, 200000000000000000
2021-03-23 22:47:35 UTC, 0x00f9dad6d2, 0.150000, 150000000000000000
2021-03-23 22:49:16 UTC, 0x00fe0d8b81, 0.150000, 150000000000000000
2021-03-23 22:49:28 UTC, 0x005e69cc9d, 0.200000, 200000000000000000
2021-03-23 22:50:09 UTC, 0x00f4d4968d, 0.200000, 200000000000000000
2021-03-23 22:50:24 UTC, 0x0091d3cb9b, 0.200000, 200000000000000000
2021-03-23 23:17:43 UTC, 0x00d891c41d, 0.300000, 300000000000000000
2021-03-23 23:33:44 UTC, 0x00e4606dd2, 0.320000, 320000000000000000
