timestamp, id, price (in eth), price (in wei)
2021-03-26 04:35:22 UTC, 0x00b6f84eb3, 0.690000, 690000000000000000
2021-03-26 04:55:12 UTC, 0x00d058b12a, 1.000000, 1000000000000000000
2021-03-26 05:26:40 UTC, 0x005ebee7de, 0.389900, 389900000000000000
2021-03-26 05:30:32 UTC, 0x00a087c52f, 1.000000, 1000000000000000000
2021-03-26 05:50:51 UTC, 0x006dd3fd40, 0.400000, 400000000000000000
2021-03-26 06:10:33 UTC, 0x003fc87197, 0.440000, 440000000000000000
2021-03-26 06:11:37 UTC, 0x00923736d4, 0.400000, 400000000000000000
2021-03-26 06:11:46 UTC, 0x00ae7a03e0, 0.400000, 400000000000000000
2021-03-26 06:12:07 UTC, 0x00333ac6bb, 0.400000, 400000000000000000
2021-03-26 09:17:41 UTC, 0x009c30ffaf, 0.399000, 399000000000000000
2021-03-26 10:52:51 UTC, 0x00bfd36925, 0.400000, 400000000000000000
2021-03-26 10:53:13 UTC, 0x007b40f621, 0.390000, 390000000000000000
2021-03-26 13:39:06 UTC, 0x001bf89bd1, 0.690000, 690000000000000000
2021-03-26 13:45:45 UTC, 0x0011484c3b, 0.410000, 410000000000000000
2021-03-26 13:54:00 UTC, 0x00afb6735b, 0.440000, 440000000000000000
2021-03-26 14:01:15 UTC, 0x00610f063d, 0.590000, 590000000000000000
2021-03-26 14:51:00 UTC, 0x00f6741e57, 0.690000, 690000000000000000
2021-03-26 16:29:03 UTC, 0x001587b17e, 1.500000, 1500000000000000000
