timestamp, id, price (in eth), price (in wei)
2021-03-25 00:30:10 UTC, 0x00e4b3cb5f, 0.420000, 420000000000000000
2021-03-25 00:30:40 UTC, 0x003b8007ab, 0.400000, 400000000000000000
2021-03-25 01:17:29 UTC, 0x0052801b0d, 0.320000, 320000000000000000
2021-03-25 01:24:39 UTC, 0x00f6da2d1b, 0.338800, 338800000000000000
2021-03-25 01:25:22 UTC, 0x0092c43a6a, 0.339900, 339900000000000000
2021-03-25 01:38:42 UTC, 0x00c571ca8f, 0.510000, 510000000000000000
2021-03-25 02:03:58 UTC, 0x002a3a4e9e, 0.460000, 460000000000000000
2021-03-25 02:18:22 UTC, 0x0055bc366a, 0.440000, 440000000000000000
2021-03-25 02:21:33 UTC, 0x00196a64ca, 0.500000, 500000000000000000
2021-03-25 02:24:04 UTC, 0x00cf88d2b2, 0.520000, 520000000000000000
2021-03-25 04:38:14 UTC, 0x0044580211, 0.670000, 670000000000000000
2021-03-25 04:38:17 UTC, 0x003598ca05, 0.670000, 670000000000000000
2021-03-25 05:26:47 UTC, 0x0028e53370, 0.540000, 540000000000000000
2021-03-25 07:36:22 UTC, 0x008d88c86b, 0.420000, 420000000000000000
2021-03-25 07:48:33 UTC, 0x006a994836, 0.560000, 560000000000000000
2021-03-25 08:52:00 UTC, 0x002961bce6, 0.540000, 540000000000000000
2021-03-25 10:09:28 UTC, 0x00d01180ff, 0.385000, 385000000000000000
2021-03-25 12:16:48 UTC, 0x008030fab8, 0.480000, 480000000000000000
2021-03-25 12:24:58 UTC, 0x006da708d5, 0.400000, 400000000000000000
2021-03-25 12:33:01 UTC, 0x00108c2416, 0.420000, 420000000000000000
2021-03-25 12:35:58 UTC, 0x00427ed983, 0.460000, 460000000000000000
2021-03-25 12:45:22 UTC, 0x005cc3e976, 0.480000, 480000000000000000
2021-03-25 12:54:49 UTC, 0x00c0013a82, 0.388000, 388000000000000000
2021-03-25 13:36:49 UTC, 0x0062f1ca78, 0.440000, 440000000000000000
2021-03-25 14:13:41 UTC, 0x00584ca3fe, 0.400000, 400000000000000000
2021-03-25 14:25:23 UTC, 0x0013854c76, 0.450000, 450000000000000000
2021-03-25 14:27:46 UTC, 0x00203b1ec4, 0.500000, 500000000000000000
2021-03-25 14:30:22 UTC, 0x004bb07a7a, 0.700000, 700000000000000000
2021-03-25 14:41:04 UTC, 0x0061713a34, 0.590000, 590000000000000000
2021-03-25 14:43:34 UTC, 0x0033dd8d0a, 0.410000, 410000000000000000
2021-03-25 14:43:40 UTC, 0x00712fc9cb, 0.410000, 410000000000000000
2021-03-25 14:46:52 UTC, 0x0088a5c4e5, 0.450000, 450000000000000000
2021-03-25 14:46:58 UTC, 0x00ffc8d214, 0.450000, 450000000000000000
2021-03-25 14:47:02 UTC, 0x00f2d03aad, 0.400000, 400000000000000000
2021-03-25 14:50:16 UTC, 0x000beb7cb1, 0.550000, 550000000000000000
2021-03-25 14:50:16 UTC, 0x005c5f5435, 0.420000, 420000000000000000
2021-03-25 14:50:16 UTC, 0x009e8e63ee, 0.420000, 420000000000000000
2021-03-25 15:00:56 UTC, 0x0008a9278f, 0.590000, 590000000000000000
2021-03-25 15:08:22 UTC, 0x002f7f5a97, 0.560000, 560000000000000000
2021-03-25 15:15:32 UTC, 0x0016722969, 0.510000, 510000000000000000
2021-03-25 15:38:54 UTC, 0x00ceb1c6e7, 0.690000, 690000000000000000
2021-03-25 15:38:54 UTC, 0x00d73f4246, 0.690000, 690000000000000000
2021-03-25 15:59:09 UTC, 0x0013c61627, 0.330000, 330000000000000000
2021-03-25 17:30:00 UTC, 0x009ff68fa6, 0.570000, 570000000000000000
2021-03-25 17:40:02 UTC, 0x0013c61627, 0.410000, 410000000000000000
2021-03-25 17:56:43 UTC, 0x003c4f7d9a, 0.690000, 690000000000000000
2021-03-25 17:56:59 UTC, 0x003ac78afc, 0.500000, 500000000000000000
2021-03-25 18:07:51 UTC, 0x00cbcab0ce, 0.510000, 510000000000000000
2021-03-25 20:28:53 UTC, 0x00b5eaa853, 0.670000, 670000000000000000
2021-03-25 21:24:19 UTC, 0x002064e726, 0.500000, 500000000000000000
2021-03-25 21:34:17 UTC, 0x00c6613d2b, 0.440000, 440000000000000000
