timestamp, id, price (in eth), price (in wei)
2021-03-15 00:01:42 UTC, 0x00df76ae2d, 0.900000, 900000000000000000
2021-03-15 00:14:28 UTC, 0x00f4c43a6a, 0.850000, 850000000000000000
2021-03-15 00:16:52 UTC, 0x0079bec13d, 0.880000, 880000000000000000
2021-03-15 00:19:32 UTC, 0x000b033975, 1.490000, 1490000000000000000
2021-03-15 00:24:38 UTC, 0x00ff52322b, 0.850000, 850000000000000000
2021-03-15 00:26:09 UTC, 0x001f942a44, 1.007000, 1007000000000000000
2021-03-15 00:32:56 UTC, 0x001b573f9d, 1.000000, 1000000000000000000
2021-03-15 00:34:41 UTC, 0x00785f98ac, 0.850000, 850000000000000000
2021-03-15 00:37:52 UTC, 0x006aa71a59, 0.879900, 879900000000000000
2021-03-15 00:43:05 UTC, 0x007f6e6ed6, 0.840000, 840000000000000000
2021-03-15 00:45:27 UTC, 0x0076ba5c7b, 0.830000, 830000000000000000
2021-03-15 00:47:27 UTC, 0x00f93211e1, 0.670000, 670000000000000000
2021-03-15 00:49:14 UTC, 0x0024d7ca59, 1.900000, 1900000000000000000
2021-03-15 00:49:24 UTC, 0x00641edcef, 0.800000, 800000000000000000
2021-03-15 00:50:44 UTC, 0x0004b470a2, 1.250000, 1250000000000000000
2021-03-15 00:54:36 UTC, 0x00f9bfc5da, 0.750000, 750000000000000000
2021-03-15 00:56:05 UTC, 0x000578ed7f, 1.400000, 1400000000000000000
2021-03-15 00:57:04 UTC, 0x00bae2f6f0, 0.850000, 850000000000000000
2021-03-15 01:02:36 UTC, 0x007067e7c5, 0.800000, 800000000000000000
2021-03-15 01:04:09 UTC, 0x0056dae853, 0.800000, 800000000000000000
2021-03-15 01:05:55 UTC, 0x00990f99f6, 0.700000, 700000000000000000
2021-03-15 01:09:37 UTC, 0x00339ea3ac, 0.780000, 780000000000000000
2021-03-15 01:12:35 UTC, 0x000903f136, 0.850000, 850000000000000000
2021-03-15 01:13:16 UTC, 0x0070aff3c5, 0.675000, 675000000000000000
2021-03-15 01:15:58 UTC, 0x00da50cf46, 0.690000, 690000000000000000
2021-03-15 01:21:56 UTC, 0x00f305fb52, 0.700000, 700000000000000000
2021-03-15 01:22:50 UTC, 0x00b46c91e1, 0.720000, 720000000000000000
2021-03-15 01:26:49 UTC, 0x006b1e5224, 0.750000, 750000000000000000
2021-03-15 01:30:26 UTC, 0x007c90d892, 0.800000, 800000000000000000
2021-03-15 01:30:34 UTC, 0x003e6daa56, 0.710000, 710000000000000000
2021-03-15 01:31:45 UTC, 0x003a980771, 0.750000, 750000000000000000
2021-03-15 01:31:57 UTC, 0x00bbf55159, 0.750000, 750000000000000000
2021-03-15 01:33:00 UTC, 0x005db45ad5, 0.700000, 700000000000000000
2021-03-15 01:33:26 UTC, 0x004f7f6892, 0.800000, 800000000000000000
2021-03-15 01:35:00 UTC, 0x0023a655bf, 0.720000, 720000000000000000
2021-03-15 01:37:01 UTC, 0x0036cde921, 0.800000, 800000000000000000
2021-03-15 01:38:48 UTC, 0x00bb8cb64e, 0.800000, 800000000000000000
2021-03-15 01:39:10 UTC, 0x0027d9ba49, 0.800000, 800000000000000000
2021-03-15 01:40:46 UTC, 0x004eabd201, 0.999000, 999000000000000000
2021-03-15 01:44:28 UTC, 0x0027cb1b32, 0.820000, 820000000000000000
2021-03-15 01:48:21 UTC, 0x0059691a49, 0.850000, 850000000000000000
2021-03-15 01:54:02 UTC, 0x00bbf55159, 0.899000, 899000000000000000
2021-03-15 02:04:56 UTC, 0x00a3363e4f, 1.100000, 1100000000000000000
2021-03-15 02:07:11 UTC, 0x00c107d8cc, 1.190000, 1190000000000000000
2021-03-15 02:07:16 UTC, 0x00bba0e7aa, 1.070000, 1070000000000000000
2021-03-15 02:07:59 UTC, 0x006f3d49a2, 2.000000, 2000000000000000000
2021-03-15 02:08:36 UTC, 0x002253728f, 0.959000, 959000000000000000
