timestamp, id, price (in eth), price (in wei), from, to, block
2018-04-29 17:48:40 UTC, 0x00c0b99e3d, 0.001000, 1000000000000000, 0x2ae7ed15fef742cd3bbef6d28c1f547486783a88, 0x493bf3967b96174f63b50d19a23116f7d1d97b9b, 5527619
2018-04-29 20:30:42 UTC, 0x0034937f87, 0.002500, 2500000000000000, 0x361084af8d45e07885b31fcedcb642b9cc7b72d7, 0x493bf3967b96174f63b50d19a23116f7d1d97b9b, 5528306
