timestamp, id, price (in eth), price (in wei), from, to, block
2018-02-06 23:20:41 UTC, 0x004c94c2e6, -, -, 0x4dac1801ffa1534346ce8a1114e9a40ef908d7fd, 0x343b20f9706ea383832cdce63e5339f6e01c6167, 5043786
2018-02-06 23:21:04 UTC, 0x002681501b, -, -, 0x4dac1801ffa1534346ce8a1114e9a40ef908d7fd, 0x343b20f9706ea383832cdce63e5339f6e01c6167, 5043790
