timestamp, id, price (in eth), price (in wei), from, to, block
2017-08-17 16:36:52 UTC, 0x005a1287df, -, -, 0xc43c1c4523ef357fd47121c1fa3c3255a1587afc, 0xb7ea04e597b9dd087b649913f49e5d57d9dac03b, 4169875
