timestamp, id, price (in eth), price (in wei), from, to, block
2017-08-12 01:29:28 UTC, 0x00fb86c27d, 0.001000, 1000000000000000, 0xb8c4d5d17251f3c97d62be550ab8dc0aaa473bc8, 0xad6f3561bf369edb3b2da9ee5e070c066541c8ca, 4146574
2017-08-12 01:40:40 UTC, 0x004f6259cc, 0.010000, 10000000000000000, 0xad6f3561bf369edb3b2da9ee5e070c066541c8ca, 0x4a1aca50cbd5b5ff4f5851ddb773b7c17aebbc52, 4146605
2017-08-12 01:40:40 UTC, 0x00ca5078a8, 0.001000, 1000000000000000, 0xad6f3561bf369edb3b2da9ee5e070c066541c8ca, 0x4a1aca50cbd5b5ff4f5851ddb773b7c17aebbc52, 4146605
2017-08-12 01:42:32 UTC, 0x00a4daa635, 0.000100, 100000000000000, 0xad6f3561bf369edb3b2da9ee5e070c066541c8ca, 0x4a1aca50cbd5b5ff4f5851ddb773b7c17aebbc52, 4146608
2017-08-12 01:42:33 UTC, 0x00a766c850, 0.002000, 2000000000000000, 0xad6f3561bf369edb3b2da9ee5e070c066541c8ca, 0x4a1aca50cbd5b5ff4f5851ddb773b7c17aebbc52, 4146609
2017-08-12 01:45:40 UTC, 0x000733cff4, 0.002000, 2000000000000000, 0xedccc2ce220f286bf218390ad16e432d539e6890, 0xd8ff437a25b92cd42b3ed48871efade709dbebe8, 4146621
2017-08-12 01:50:19 UTC, 0x00d96de0ef, 0.150000, 150000000000000000, 0xb6a0ad050669fb083bbf53a2e8719719b5c174d0, 0x932988047883b4bf6d19c784e52e34ad5352a77b, 4146641
2017-08-12 06:18:09 UTC, 0x00fb86c27d, 0.002000, 2000000000000000, 0xad6f3561bf369edb3b2da9ee5e070c066541c8ca, 0x918453d249a22b6a8535c81e21f7530cd6ab59f1, 4147382
2017-08-12 06:24:31 UTC, 0x005d78c86f, 0.003500, 3500000000000000, 0x9c39c74d4c02c08e054710831436e84b8ad4b3d8, 0x918453d249a22b6a8535c81e21f7530cd6ab59f1, 4147401
2017-08-12 07:45:50 UTC, 0x00545fe901, 0.050000, 50000000000000000, 0x8fd30d792d7bfb8955d7cfbfa1ccc878b04a39ec, 0x918453d249a22b6a8535c81e21f7530cd6ab59f1, 4147664
2017-08-12 07:55:37 UTC, 0x00f6ab2154, 0.050000, 50000000000000000, 0xedccc2ce220f286bf218390ad16e432d539e6890, 0x918453d249a22b6a8535c81e21f7530cd6ab59f1, 4147686
2017-08-12 13:16:40 UTC, 0x005c43a66a, 0.010000, 10000000000000000, 0xca2aa37436c0ca460476221590ee4573b21df42e, 0x5f92a064914bda457c6b8bb2ebe852aad81e8329, 4148637
2017-08-12 13:20:59 UTC, 0xff05000ca7, 0.300000, 300000000000000000, 0x0000000000000000000000000000000000000000, 0xca2aa37436c0ca460476221590ee4573b21df42e, 4148651
2017-08-12 13:25:22 UTC, 0xff0a000ca7, 0.300000, 300000000000000000, 0x0000000000000000000000000000000000000000, 0xca2aa37436c0ca460476221590ee4573b21df42e, 4148662
2017-08-12 13:27:18 UTC, 0xff07000ca7, 0.300000, 300000000000000000, 0x0000000000000000000000000000000000000000, 0xca2aa37436c0ca460476221590ee4573b21df42e, 4148665
2017-08-12 13:28:43 UTC, 0xff0b000ca7, 0.300000, 300000000000000000, 0x0000000000000000000000000000000000000000, 0xca2aa37436c0ca460476221590ee4573b21df42e, 4148668
2017-08-12 13:33:52 UTC, 0xff07000ca7, -, -, 0xca2aa37436c0ca460476221590ee4573b21df42e, 0x5f92a064914bda457c6b8bb2ebe852aad81e8329, 4148686
2017-08-12 13:45:05 UTC, 0x00a51d5060, 0.050000, 50000000000000000, 0xedccc2ce220f286bf218390ad16e432d539e6890, 0xca2aa37436c0ca460476221590ee4573b21df42e, 4148708
2017-08-12 13:46:55 UTC, 0x00f2ebd15d, 0.000100, 100000000000000, 0x835686f9c231cded1471e156eac2e198333ad036, 0xca2aa37436c0ca460476221590ee4573b21df42e, 4148716
2017-08-12 16:59:47 UTC, 0x00ccdc7bb3, -, -, 0xca2aa37436c0ca460476221590ee4573b21df42e, 0xf39e6520b4c57dca9865d1b4eec74575c01593f8, 4149271
2017-08-12 17:10:58 UTC, 0x00dfd5c395, 0.010000, 10000000000000000, 0xf39e6520b4c57dca9865d1b4eec74575c01593f8, 0xca2aa37436c0ca460476221590ee4573b21df42e, 4149298
